epoch,acc,loss,val_acc,val_loss
0,0.305,2.1193487970530986,0.38,444.2097811889648
1,0.345,1.4913750877976417,0.38,25.379674669405066
2,0.37,1.408719947785139,0.31,3084.375496826172
3,0.34,1.2507816368341447,0.26,10.126492756605149
4,0.425,1.4085501947999,0.42,12.838651595405532
5,0.415,1.3446161594986916,0.31,80.4142400162865
6,0.325,1.454163382947445,0.22,1.2161816191673278
7,0.36,1.2694144445471465,0.38,1.5148611012101174
8,0.4,1.457018090337515,0.22,1.1688175427913665
9,0.485,1.6064394779969007,0.4,1.5377393889427184
10,0.44,1.2895548412203788,0.39,1.080927710533142
11,0.415,1.2945440657436849,0.39,1.2258340847492217
12,0.385,1.2967592369019985,0.4,1.1355757188796998
13,0.415,1.2346508684754371,0.37,1.1421689426898955
14,0.435,1.251405925527215,0.39,1.2991681796312333
15,0.33,1.3144165897369384,0.38,1.099596644639969
16,0.405,1.4343597592413426,0.48,1.03658892929554
17,0.46,1.1531217929720878,0.45,1.143434253334999
18,0.55,1.0112505165301264,0.49,3.5836503919590905
19,0.53,0.9901311080157756,0.51,2.7629217030342534
20,0.59,0.9011136136949063,0.48,3.3625994388517575
21,0.55,1.0858252851292491,0.24,1.0753428506851197
22,0.515,0.9635076977312564,0.47,1.071475396156311
23,0.565,1.0457128827646374,0.22,1.6718813097476959
24,0.645,0.8130582859739661,0.41,1.0202571138739587
25,0.665,0.9052571872947738,0.61,1.3620887574562586
26,0.68,0.8020191773585975,0.43,6.545685497950762
27,0.665,0.823235091380775,0.71,0.9783551594614983
28,0.62,0.9046684604138135,0.68,0.8734154686331749
29,0.745,0.6967656256118789,0.6,1.8691261409969315
30,0.66,0.8000928595196456,0.26,3.54425227399508
31,0.7,0.7422993356164079,0.56,1.4436301017543156
32,0.755,0.6162380466517061,0.23,7.078157978799863
33,0.725,0.6903715864318656,0.66,0.6749942148756236
34,0.81,0.5816162321961019,0.78,0.577038346529007
35,0.79,0.5949468181270641,0.58,1.853327849629568
36,0.84,0.44381975605560003,0.88,0.3834636010834947
37,0.845,0.4650126059603645,0.56,2.666237717313203
38,0.83,0.5511520951299462,0.79,0.6033526415092638
39,0.82,0.5814687620255427,0.4,8.003631576847107
40,0.86,0.447187253606171,0.68,1.258541413388848
41,0.835,0.5095993906483636,0.22,26.746588916778563
42,0.845,0.3967971954345739,0.44,5.252220923536225
43,0.84,0.5072258709949113,0.42,3.9748518769651127
44,0.85,0.5064421206059273,0.24,16.520935512627474
45,0.845,0.40889494039073726,0.26,14.178140054463292
46,0.895,0.29899273595079534,0.56,1.872959031648934
47,0.85,0.5564343469858113,0.67,1.2386385004129261
48,0.88,0.35024424898935647,0.86,0.37438173026811
49,0.87,0.42890919891244267,0.82,0.5862327395162827
50,0.93,0.2251991250924766,0.77,0.5922458890828419
51,0.865,0.41405394664744677,0.61,0.9257284753769636
52,0.88,0.4342582115999943,0.85,0.41667580345398164
53,0.925,0.3499161284817909,0.65,1.2039504001333534
54,0.895,0.3579831874709383,0.78,1.0195876948691995
55,0.925,0.34384218368470554,0.39,7.474692084214894
56,0.905,0.26105422557367997,0.22,72.71213912963867
57,0.86,0.44316116448494525,0.77,0.8979493875935418
58,0.915,0.31950836534564586,0.77,1.0242668674735524
59,0.905,0.2781325782583889,0.84,0.49020372083452457
60,0.92,0.22111393468231313,0.23,37.083612785339355
61,0.92,0.40432004862500037,0.71,1.0721807818985143
62,0.94,0.214478256049839,0.32,18.86991310790012
63,0.895,0.3606906905419737,0.87,0.5392726939099702
64,0.945,0.16668623369318994,0.84,0.7880905223963055
65,0.95,0.21264830973001467,0.89,0.657116341936453
66,0.945,0.2759175722205373,0.86,0.45314312407397667
67,0.94,0.20115539790268996,0.86,1.0757836015769542
68,0.91,0.30307000743531604,0.22,141.72577362060548
69,0.96,0.16326962459378702,0.64,4.908197491406463
70,0.955,0.1975666142577237,0.22,123.47005416870117
71,0.93,0.26557290646009873,0.89,0.74399274616394
72,0.935,0.22213930127842513,0.88,0.49002836460216714
73,0.935,0.23694208581646245,0.94,0.2965184933387172
74,0.935,0.20651386728162557,0.22,131.32431701660155
75,0.945,0.22568584878739695,0.83,0.9863812931985972
76,0.96,0.15738057617200174,0.9,1.023180136625235
77,0.955,0.20756145915300664,0.22,120.00866439819336
78,0.94,0.232368614717821,0.91,0.23780140647926373
79,0.945,0.37911162214766747,0.22,93.15936126708985
80,0.98,0.04424963640548782,0.53,9.93326116893696
81,0.96,0.17594406206140348,0.87,0.5843818133815328
82,0.97,0.21405706519362197,0.91,0.41267679262193263
83,0.935,0.26183094488105263,0.22,211.1952896118164
84,0.96,0.22093706870164836,0.68,1.7941791243188914
85,0.955,0.19912548126142787,0.22,121.02938461303711
86,0.97,0.11329366112166817,0.91,0.4929861973737905
87,0.945,0.2510709270416549,0.33,10.666655786521734
88,0.96,0.1991345536942858,0.82,2.454479621322152
89,0.94,0.21027482302373054,0.22,132.69856750488282
90,0.965,0.22680971867852442,0.87,0.9652914209650993
91,0.925,0.2797220769767283,0.88,0.5607637087846069
92,0.95,0.2686020875501002,0.22,112.45985885620117
93,0.955,0.1625779376217858,0.93,0.4322639342749581
94,0.97,0.08252163041264172,0.22,148.32757873535155
95,0.955,0.1399872283937504,0.22,68.44551898956298
96,0.97,0.1721833748673962,0.96,0.20132296464941846
97,0.95,0.23160348588045554,0.3,47.03501415760402
98,0.93,0.3991457102607249,0.25,94.57681081827963
99,0.965,0.23918057612889032,0.22,32.25202694892883
100,0.96,0.21857156542254524,0.88,0.3885394831679104
101,0.955,0.312930270970892,0.86,0.38599467311880287
102,0.965,0.22666400164793046,0.84,0.9348761194219183
103,0.95,0.2883014955014739,0.3,11.05270679593075
104,0.96,0.1824267662876224,0.92,0.3450055740693824
105,0.945,0.280510143522307,0.38,15.770099903357977
106,0.935,0.2512860047727845,0.28,20.30570989340544
107,0.985,0.0792922572214006,0.26,17.071122695095838
108,0.96,0.1426499417634847,0.92,0.6335013898852091
109,0.96,0.19300602675680625,0.94,0.4989742278145252
110,0.96,0.22134809666685068,0.22,178.50701232910157
111,0.97,0.12207394817693881,0.22,116.13392135620117
112,0.955,0.17478990045588255,0.92,0.593558858763671
113,0.97,0.12307319959479013,0.87,2.540761809409742
114,0.97,0.1392881467690458,0.66,5.916606973685891
115,0.965,0.19479131540825004,0.91,0.8253853417090921
116,0.97,0.17398856113214098,0.76,2.4993729963789857
117,0.98,0.1735902611760479,0.73,1.6412254952693397
118,0.97,0.14716903248105845,0.82,0.8460913114980968
119,0.96,0.25164483591733133,0.5,16.490789970672722
120,0.95,0.32247754203215806,0.74,1.3694364850180272
121,0.98,0.08371497546283191,0.85,0.9636300067455114
122,0.975,0.13954759117542437,0.74,1.0707302581760632
123,0.965,0.29064127106538906,0.74,1.2238275707673383
124,0.96,0.2629660254107852,0.86,0.7225362511305821
125,0.985,0.04623072557979754,0.83,1.335747739463262
126,0.955,0.23725634357060607,0.22,200.87280944824218
127,0.97,0.09906605292504615,0.87,0.3720908793169372
128,0.985,0.08253980338060693,0.92,0.2960252096683211
129,0.965,0.2469965865163449,0.24,280.40559051513674
130,0.965,0.24436987877795036,0.79,1.6029095589397837
131,0.97,0.07725147452171839,0.25,86.40523892820136
132,0.97,0.2879133608853442,0.48,23.39937723133596
133,0.945,0.29883396356151065,0.87,1.1495588996516808
134,0.975,0.18315964668975596,0.22,116.13778923034668
135,0.96,0.22553010999257408,0.82,1.1441337794841315
136,0.965,0.18068457982719122,0.85,1.7076383228605272
137,0.975,0.09085443277632248,0.48,8.504107577906234
138,0.945,0.22270080094222347,0.91,0.6964324328161012
139,0.985,0.08356784248962143,0.98,0.07771015377095153
140,0.975,0.0994863964055412,0.22,115.43320180892944
141,0.97,0.09328162325617821,0.88,0.6239291057270344
142,0.955,0.19706948844552724,0.79,1.386635455406254
143,0.975,0.12980907376502507,0.96,0.32660454351153695
144,0.96,0.27574401291445083,0.87,1.078158856386759
145,0.975,0.12578287452704515,0.45,7.952680016886552
146,0.975,0.0708334923214984,0.22,124.70793365478515
147,0.96,0.21387332711424795,0.92,0.4145187086905534
148,0.98,0.09344247415091697,0.9,0.6536835215619567
149,0.945,0.2227447123011515,0.69,2.364245997197049
150,0.96,0.12058382702467885,0.79,1.5004891763982429
151,0.98,0.12982736836861222,0.93,0.3768252129830552
152,0.945,0.31866203259056963,0.84,1.5140818280649255
153,0.98,0.12548898525303598,0.71,1.87067299227594
154,0.97,0.10250009614026495,0.95,0.8774224476010065
155,0.99,0.09680339576746792,0.84,2.6776328333756414
156,0.965,0.23285131954833177,0.96,0.5064783447913208
157,0.95,0.3022804891258881,0.92,0.6096861707797379
158,0.965,0.13932887775250552,0.89,0.5130982876568936
159,0.965,0.19092107431315747,0.38,46.25913531725986
160,0.95,0.3849718895519517,0.53,30.781589387940098
161,0.965,0.16340518926927491,0.22,194.49277099609375
162,0.975,0.27085900195986556,0.52,17.333068406851943
163,0.965,0.2070299376418108,0.28,101.38634163975716
164,0.975,0.08201900407233939,0.81,0.8669626009524438
165,0.985,0.11297025395589323,0.22,170.36070925951003
166,0.99,0.05489965709927159,0.87,0.6345783500372822
167,0.99,0.0741070694407966,0.85,1.4336951956244552
168,0.985,0.09218942207894167,0.24,157.74540057897568
169,0.97,0.147261706565636,0.34,53.40390433027711
170,0.985,0.11864268522354482,0.94,0.4781984365936106
